326678,3048392,3048395,3048397,3048399,3048405,3136982,3148747,3161741
337945,3150407,3196938,3197774,3203368
323907,3029838
337759,3148218,3148829,3229483,3229574,3235937,3236107,3236447,3236704,3236785,3239622,3240969
335080,3118839,3176506,3176524
342159,3191302,3191643,3207696,3208964,3215855,3219495,3219513,3220280,3232762,3232787,3233331,3233516,3234271,3237119,3237554,3239798,3241672,3241696,3242101,3242149
332002,3086829,3194089,3198035,3213563,3214435,3218454,3218502,3221250,3240367
344062,3209333
337358,3143391,3237542
325241,3039258,3039301,3042406
328837,3063873,3189781,3190173,3192412,3207017,3227831,3230845,3235726,3241508
345111,3219613
327705,3055212,3056178,3056295,3064103,3067172,3067252,3074383,3081505,3081573,3081777,3081899,3082220,3091054,3096768,3097076,3097120,3102286,3126899,3155634,3155763,3162544,3175059,3176457,3177070,3178829,3178992,3194691,3194863,3200916,3201091,3206801,3207016,3207107,3218572,3218791,3228985,3229304,3241397,3241536,3242154,3242198
325164,3038074
337638,3164484,3174465,3176206,3176234
337639,3157001
335340,3122592,3122744,3122863,3122913,3123749
332363,3092318,3093621,3095089,3096430
341289,3199211,3202056,3202058,3202476,3204476,3204693,3215722,3216249,3216665,3219297,3219468,3228658,3229410,3231106,3231336,3232810,3232932,3233823,3235596,3235634,3236351,3236361,3238379,3238803,3239133,3240824,3241484,3242164,3242184
325002,3037017,3042311,3048443,3051150,3058560,3079204,3079215,3104294,3121449,3129754,3129906,3149047,3153990,3164404,3178669,3186558,3186648,3190132,3206947,3219945,3221401,3233974
337633,3146763,3148321,3153371,3153923,3154236,3154779,3154901,3158739,3158906,3160631
323300,3027092
